"Observation station","Year","Month","Day","Time [Local time]","Precipitation amount [mm]","Snow depth [cm]","Average temperature [°C]","Minimum temperature [°C]"
"Vantaa Helsinki-Vantaa airport","2020","7","22","03:00","0.1","-1","15","11.7"
"Vantaa Helsinki-Vantaa airport","2020","7","23","03:00","2","-1","13.6","11.5"
"Vantaa Helsinki-Vantaa airport","2020","7","24","03:00","4","-1","14.1","10.5"
"Vantaa Helsinki-Vantaa airport","2020","7","25","03:00","0.4","-1","15.2","12.9"
"Vantaa Helsinki-Vantaa airport","2020","7","26","03:00","-1","-1","17.6","9.2"
"Vantaa Helsinki-Vantaa airport","2020","7","27","03:00","5.3","-1","19.6","12.8"
"Vantaa Helsinki-Vantaa airport","2020","7","28","03:00","3","-1","17.8","16.2"
"Vantaa Helsinki-Vantaa airport","2020","7","29","03:00","8.9","-1","16.7","15.9"
"Vantaa Helsinki-Vantaa airport","2020","7","30","03:00","6.1","-1","15.7","11.6"
"Vantaa Helsinki-Vantaa airport","2020","7","31","03:00","-1","-1","17.5","11.9"
"Vantaa Helsinki-Vantaa airport","2020","8","1","03:00","-1","-1","16.4","10.8"
"Vantaa Helsinki-Vantaa airport","2020","8","2","03:00","2.9","-1","16.7","13.2"
"Vantaa Helsinki-Vantaa airport","2020","8","3","03:00","4.6","-1","16.8","14.7"
"Vantaa Helsinki-Vantaa airport","2020","8","4","03:00","0.8","-1","15.8","12.4"
"Vantaa Helsinki-Vantaa airport","2020","8","5","03:00","-1","-1","16.9","12.2"
"Vantaa Helsinki-Vantaa airport","2020","8","6","03:00","0.2","-1","16.9","13.4"
"Vantaa Helsinki-Vantaa airport","2020","8","7","03:00","-1","-1","18.8","12.9"
"Vantaa Helsinki-Vantaa airport","2020","8","8","03:00","-1","-1","21.8","15"
"Vantaa Helsinki-Vantaa airport","2020","8","9","03:00","4.7","-1","21.2","14.6"
"Vantaa Helsinki-Vantaa airport","2020","8","10","03:00","-1","-1","18.4","14.1"
"Vantaa Helsinki-Vantaa airport","2020","8","11","03:00","-1","-1","15.2","10.4"
"Vantaa Helsinki-Vantaa airport","2020","8","12","03:00","13.1","-1","14.5","9.3"
"Vantaa Helsinki-Vantaa airport","2020","8","13","03:00","-1","-1","14.4","13"
"Vantaa Helsinki-Vantaa airport","2020","8","14","03:00","-1","-1","16.3","9.6"
"Vantaa Helsinki-Vantaa airport","2020","8","15","03:00","-1","-1","19.7","13.8"
"Vantaa Helsinki-Vantaa airport","2020","8","16","03:00","-1","-1","20.6","16.2"
"Vantaa Helsinki-Vantaa airport","2020","8","17","03:00","-1","-1","17","10.1"
"Vantaa Helsinki-Vantaa airport","2020","8","18","03:00","-1","-1","17.4","8.1"
"Vantaa Helsinki-Vantaa airport","2020","8","19","03:00","-1","-1","18.9","13.4"
"Vantaa Helsinki-Vantaa airport","2020","8","20","03:00","-1","-1","19","12.7"
"Vantaa Helsinki-Vantaa airport","2020","8","21","03:00","1.3","-1","19.7","13.6"
"Vantaa Helsinki-Vantaa airport","2020","8","22","03:00","16.6","-1","17.9","16.9"
"Vantaa Helsinki-Vantaa airport","2020","8","23","03:00","21.8","-1","18.9","17.4"
"Vantaa Helsinki-Vantaa airport","2020","8","24","03:00","2.7","-1","16","13.7"
"Vantaa Helsinki-Vantaa airport","2020","8","25","03:00","0","-1","14.7","10.6"
"Vantaa Helsinki-Vantaa airport","2020","8","26","03:00","-1","-1","14","6.7"
"Vantaa Helsinki-Vantaa airport","2020","8","27","03:00","-1","-1","13.5","9.6"
"Vantaa Helsinki-Vantaa airport","2020","8","28","03:00","-1","-1","13.1","7.2"
"Vantaa Helsinki-Vantaa airport","2020","8","29","03:00","12","-1","13.7","7.6"
"Vantaa Helsinki-Vantaa airport","2020","8","30","03:00","1","-1","12.7","11.2"
"Vantaa Helsinki-Vantaa airport","2020","8","31","03:00","4.6","-1","12.9","12.4"
"Vantaa Helsinki-Vantaa airport","2020","9","1","03:00","-1","-1","13.3","7.8"
"Vantaa Helsinki-Vantaa airport","2020","9","2","03:00","0","-1","13.3","7.7"
"Vantaa Helsinki-Vantaa airport","2020","9","3","03:00","0.9","-1","16","13.6"
"Vantaa Helsinki-Vantaa airport","2020","9","4","03:00","6.3","-1","15.6","13.1"
"Vantaa Helsinki-Vantaa airport","2020","9","5","03:00","19.8","-1","14.9","13.1"
"Vantaa Helsinki-Vantaa airport","2020","9","6","03:00","5.2","-1","13.4","11.7"
"Vantaa Helsinki-Vantaa airport","2020","9","7","03:00","1","-1","12.8","8.7"
"Vantaa Helsinki-Vantaa airport","2020","9","8","03:00","12.9","-1","10.9","5.7"
"Vantaa Helsinki-Vantaa airport","2020","9","9","03:00","5.1","-1","12.7","8.1"
"Vantaa Helsinki-Vantaa airport","2020","9","10","03:00","-1","-1","12.3","10.2"
"Vantaa Helsinki-Vantaa airport","2020","9","11","03:00","1","-1","11.5","7"
"Vantaa Helsinki-Vantaa airport","2020","9","12","03:00","26.1","-1","13.3","9.9"
"Vantaa Helsinki-Vantaa airport","2020","9","13","03:00","-1","-1","12.2","10.3"
"Vantaa Helsinki-Vantaa airport","2020","9","14","03:00","-1","-1","12.6","7"
"Vantaa Helsinki-Vantaa airport","2020","9","15","03:00","0.8","-1","12.8","7.6"
"Vantaa Helsinki-Vantaa airport","2020","9","16","03:00","0.6","-1","13.3","11"
"Vantaa Helsinki-Vantaa airport","2020","9","17","03:00","0.4","-1","8.7","7"
"Vantaa Helsinki-Vantaa airport","2020","9","18","03:00","-1","-1","10.3","5.5"
"Vantaa Helsinki-Vantaa airport","2020","9","19","03:00","-1","-1","10.1","6"
"Vantaa Helsinki-Vantaa airport","2020","9","20","03:00","-1","-1","10.5","3.3"
"Vantaa Helsinki-Vantaa airport","2020","9","21","03:00","-1","-1","12.4","8.7"
"Vantaa Helsinki-Vantaa airport","2020","9","22","03:00","-1","-","12.3","10.1"
"Vantaa Helsinki-Vantaa airport","2020","9","23","03:00","-1","-1","13.7","7.2"
"Vantaa Helsinki-Vantaa airport","2020","9","24","03:00","0.2","-1","15.9","10.8"
"Vantaa Helsinki-Vantaa airport","2020","9","25","03:00","1.1","-1","15.3","13.5"
"Vantaa Helsinki-Vantaa airport","2020","9","26","03:00","-1","-1","15.4","12.2"
"Vantaa Helsinki-Vantaa airport","2020","9","27","03:00","-1","-1","15.3","11.3"
"Vantaa Helsinki-Vantaa airport","2020","9","28","03:00","-1","-1","13.5","10.2"
"Vantaa Helsinki-Vantaa airport","2020","9","29","03:00","0.7","-1","12.7","11.2"
"Vantaa Helsinki-Vantaa airport","2020","9","30","03:00","-1","-1","12.5","9.6"
"Vantaa Helsinki-Vantaa airport","2020","10","1","03:00","0","-1","11.4","8.4"
"Vantaa Helsinki-Vantaa airport","2020","10","2","03:00","-1","-1","11.6","8.5"
"Vantaa Helsinki-Vantaa airport","2020","10","3","03:00","0.7","-1","12.4","8.7"
"Vantaa Helsinki-Vantaa airport","2020","10","4","03:00","2.6","-1","12.6","11.6"
"Vantaa Helsinki-Vantaa airport","2020","10","5","03:00","7.9","-1","14.3","11.8"
"Vantaa Helsinki-Vantaa airport","2020","10","6","03:00","1.2","-1","14","12.1"
"Vantaa Helsinki-Vantaa airport","2020","10","7","03:00","3.2","-1","12.4","10.3"
"Vantaa Helsinki-Vantaa airport","2020","10","8","03:00","2.4","-1","12.7","11.9"
"Vantaa Helsinki-Vantaa airport","2020","10","9","03:00","4.2","-1","11.3","9.6"
"Vantaa Helsinki-Vantaa airport","2020","10","10","03:00","4.6","-1","10.9","7.2"
"Vantaa Helsinki-Vantaa airport","2020","10","11","03:00","2","-1","9.8","6.4"
"Vantaa Helsinki-Vantaa airport","2020","10","12","03:00","0.7","-1","8.1","3.2"
"Vantaa Helsinki-Vantaa airport","2020","10","13","03:00","0.2","-1","6.9","4.4"
"Vantaa Helsinki-Vantaa airport","2020","10","14","03:00","-1","-1","6.2","0.7"
"Vantaa Helsinki-Vantaa airport","2020","10","15","03:00","-1","-1","4.6","2.7"
"Vantaa Helsinki-Vantaa airport","2020","10","16","03:00","-1","-1","2.6","-0.3"
"Vantaa Helsinki-Vantaa airport","2020","10","17","03:00","4.1","-1","4.5","-3.6"
"Vantaa Helsinki-Vantaa airport","2020","10","18","03:00","0.5","-1","4.2","0.8"
"Vantaa Helsinki-Vantaa airport","2020","10","19","03:00","0.2","-1","1.5","0.3"
"Vantaa Helsinki-Vantaa airport","2020","10","20","03:00","2.5","-1","0.2","-1.8"
"Vantaa Helsinki-Vantaa airport","2020","10","21","03:00","4.2","-1","4.7","-2.2"
"Vantaa Helsinki-Vantaa airport","2020","10","22","03:00","16.1","-1","9.5","6.8"
"Vantaa Helsinki-Vantaa airport","2020","10","23","03:00","0.1","-1","7.5","4"
"Vantaa Helsinki-Vantaa airport","2020","10","24","03:00","0.3","-1","2.5","-2.1"
"Vantaa Helsinki-Vantaa airport","2020","10","25","03:00","0.3","-1","5.2","2.9"
"Vantaa Helsinki-Vantaa airport","2020","10","26","02:00","1.5","-1","9.9","8.3"
"Vantaa Helsinki-Vantaa airport","2020","10","27","02:00","12.4","-1","10.8","9.2"
"Vantaa Helsinki-Vantaa airport","2020","10","28","02:00","4.1","-1","9.3","7.9"
"Vantaa Helsinki-Vantaa airport","2020","10","29","02:00","0.3","-1","9.2","8"
"Vantaa Helsinki-Vantaa airport","2020","10","30","02:00","0","-1","7.3","3.7"
"Vantaa Helsinki-Vantaa airport","2020","10","31","02:00","0","-1","4.9","3"
"Vantaa Helsinki-Vantaa airport","2020","11","1","02:00","0","-1","8.1","5.4"
"Vantaa Helsinki-Vantaa airport","2020","11","2","02:00","12","-1","7.5","6.4"
"Vantaa Helsinki-Vantaa airport","2020","11","3","02:00","0.1","-1","10.3","8.3"
"Vantaa Helsinki-Vantaa airport","2020","11","4","02:00","2.5","-1","6.3","1.5"
"Vantaa Helsinki-Vantaa airport","2020","11","5","02:00","0","-1","6.3","2.1"
"Vantaa Helsinki-Vantaa airport","2020","11","6","02:00","-1","-1","7.7","3.6"
"Vantaa Helsinki-Vantaa airport","2020","11","7","02:00","-1","-1","8.1","3.8"
"Vantaa Helsinki-Vantaa airport","2020","11","8","02:00","-1","-1","3.4","-0.4"
"Vantaa Helsinki-Vantaa airport","2020","11","9","02:00","-1","-1","3.1","-1.7"
"Vantaa Helsinki-Vantaa airport","2020","11","10","02:00","0","-1","-0.1","-0.4"
"Vantaa Helsinki-Vantaa airport","2020","11","11","02:00","3.8","-1","3.6","-2.4"
"Vantaa Helsinki-Vantaa airport","2020","11","12","02:00","-1","-1","6.4","5.2"
"Vantaa Helsinki-Vantaa airport","2020","11","13","02:00","0","-1","4.9","4.4"
"Vantaa Helsinki-Vantaa airport","2020","11","14","02:00","-1","-1","3.7","3.1"
"Vantaa Helsinki-Vantaa airport","2020","11","15","02:00","-1","-1","3.5","1.9"
"Vantaa Helsinki-Vantaa airport","2020","11","16","02:00","2.9","-1","4","2.9"
"Vantaa Helsinki-Vantaa airport","2020","11","17","02:00","15.6","-1","5.7","4.6"
"Vantaa Helsinki-Vantaa airport","2020","11","18","02:00","3.3","-1","9.6","6.7"
"Vantaa Helsinki-Vantaa airport","2020","11","19","02:00","10.4","-1","8.3","6.8"
"Vantaa Helsinki-Vantaa airport","2020","11","20","02:00","0","-1","-0.1","-1.9"
"Vantaa Helsinki-Vantaa airport","2020","11","21","02:00","19.4","-1","0.9","-5.7"
"Vantaa Helsinki-Vantaa airport","2020","11","22","02:00","0","-1","5.5","3.3"
"Vantaa Helsinki-Vantaa airport","2020","11","23","02:00","0.1","-1","3.6","2.3"
"Vantaa Helsinki-Vantaa airport","2020","11","24","02:00","0.2","-1","1.4","-2.3"
"Vantaa Helsinki-Vantaa airport","2020","11","25","02:00","3.8","-1","2.6","-3"
"Vantaa Helsinki-Vantaa airport","2020","11","26","02:00","0.5","-1","5.1","1.8"
"Vantaa Helsinki-Vantaa airport","2020","11","27","02:00","0.1","-1","0.5","-0.3"
"Vantaa Helsinki-Vantaa airport","2020","11","28","02:00","0.2","-1","1","-0.2"
"Vantaa Helsinki-Vantaa airport","2020","11","29","02:00","1.8","-1","0.2","-0.7"
"Vantaa Helsinki-Vantaa airport","2020","11","30","02:00","3.6","-1","-0.2","-1.1"
"Vantaa Helsinki-Vantaa airport","2020","12","1","02:00","3.2","-1","3.1","0.1"
"Vantaa Helsinki-Vantaa airport","2020","12","2","02:00","0.2","-1","2.2","1.2"
"Vantaa Helsinki-Vantaa airport","2020","12","3","02:00","0.1","-1","-0.4","-1.4"
"Vantaa Helsinki-Vantaa airport","2020","12","4","02:00","2.3","-1","1","-0.3"
"Vantaa Helsinki-Vantaa airport","2020","12","5","02:00","0.3","-1","3.3","1.5"
"Vantaa Helsinki-Vantaa airport","2020","12","6","02:00","-1","-1","3.3","3"
"Vantaa Helsinki-Vantaa airport","2020","12","7","02:00","-1","-1","1.3","-0.3"
"Vantaa Helsinki-Vantaa airport","2020","12","8","02:00","-1","-1","-1.3","-2.3"
"Vantaa Helsinki-Vantaa airport","2020","12","9","02:00","-1","-1","-2.7","-4.6"
"Vantaa Helsinki-Vantaa airport","2020","12","10","02:00","0","-1","-3","-7.9"
"Vantaa Helsinki-Vantaa airport","2020","12","11","02:00","0.6","-1","-2","-3.7"
"Vantaa Helsinki-Vantaa airport","2020","12","12","02:00","0","-1","0.4","-0.7"
"Vantaa Helsinki-Vantaa airport","2020","12","13","02:00","0.1","-1","-1.8","-3.6"
"Vantaa Helsinki-Vantaa airport","2020","12","14","02:00","0.2","-1","-1.8","-2.2"
"Vantaa Helsinki-Vantaa airport","2020","12","15","02:00","6.9","-1","0.9","-1.8"
"Vantaa Helsinki-Vantaa airport","2020","12","16","02:00","3.7","-1","2.4","0.3"
"Vantaa Helsinki-Vantaa airport","2020","12","17","02:00","2.5","-1","0.7","-1"
"Vantaa Helsinki-Vantaa airport","2020","12","18","02:00","6.7","-1","2.4","-1.1"
"Vantaa Helsinki-Vantaa airport","2020","12","19","02:00","0.8","-1","3.5","1.2"
"Vantaa Helsinki-Vantaa airport","2020","12","20","02:00","1.5","-1","5","3.8"
"Vantaa Helsinki-Vantaa airport","2020","12","21","02:00","4.3","-1","3.3","2.5"
"Vantaa Helsinki-Vantaa airport","2020","12","22","02:00","4.5","-1","3.8","2.6"
"Vantaa Helsinki-Vantaa airport","2020","12","23","02:00","2.3","-1","1.4","0"
"Vantaa Helsinki-Vantaa airport","2020","12","24","02:00","0.2","-1","0.9","-1.1"
"Vantaa Helsinki-Vantaa airport","2020","12","25","02:00","0.1","-1","-0.2","-1.1"
"Vantaa Helsinki-Vantaa airport","2020","12","26","02:00","0.1","-1","-2","-2.3"
"Vantaa Helsinki-Vantaa airport","2020","12","27","02:00","1","-1","-0.1","-4.5"
"Vantaa Helsinki-Vantaa airport","2020","12","28","02:00","4.3","-1","0","-1.2"
"Vantaa Helsinki-Vantaa airport","2020","12","29","02:00","6.2","3","0.3","0"
"Vantaa Helsinki-Vantaa airport","2020","12","30","02:00","5.9","8","2.1","0.2"
"Vantaa Helsinki-Vantaa airport","2020","12","31","02:00","2.9","-1","1.1","0.1"
"Vantaa Helsinki-Vantaa airport","2021","1","1","02:00","0.1","2","0.6","-1"
"Vantaa Helsinki-Vantaa airport","2021","1","2","02:00","8.1","-1","-0.8","-1.7"
"Vantaa Helsinki-Vantaa airport","2021","1","3","02:00","1.3","10","-3.1","-3.7"
"Vantaa Helsinki-Vantaa airport","2021","1","4","02:00","0","10","-2","-3.5"
"Vantaa Helsinki-Vantaa airport","2021","1","5","02:00","-1","9","-3.7","-4.5"
"Vantaa Helsinki-Vantaa airport","2021","1","6","02:00","0.1","8","-3.8","-5.1"
"Vantaa Helsinki-Vantaa airport","2021","1","7","02:00","1.8","8","-2.3","-3.3"
"Vantaa Helsinki-Vantaa airport","2021","1","8","02:00","0.1","10","-3.5","-4.1"
"Vantaa Helsinki-Vantaa airport","2021","1","9","02:00","0.1","10","-8.5","-12.4"
"Vantaa Helsinki-Vantaa airport","2021","1","10","02:00","6.3","10","-6.1","-14.9"
"Vantaa Helsinki-Vantaa airport","2021","1","11","02:00","2.8","20","-0.6","-1.6"
"Vantaa Helsinki-Vantaa airport","2021","1","12","02:00","14","25","-1.3","-2.1"
"Vantaa Helsinki-Vantaa airport","2021","1","13","02:00","1.5","58","-6.8","-9.2"
"Vantaa Helsinki-Vantaa airport","2021","1","14","02:00","0","53","-15.6","-20.6"
"Vantaa Helsinki-Vantaa airport","2021","1","15","02:00","1","50","-19.6","-23.1"
"Vantaa Helsinki-Vantaa airport","2021","1","16","02:00","0","50","-18.3","-24"
"Vantaa Helsinki-Vantaa airport","2021","1","17","02:00","0.3","48","-13.5","-24.5"
"Vantaa Helsinki-Vantaa airport","2021","1","18","02:00","0.4","47","-9.8","-16.7"
"Vantaa Helsinki-Vantaa airport","2021","1","19","02:00","2.3","43","-0.9","-5.4"
"Vantaa Helsinki-Vantaa airport","2021","1","20","02:00","2.2","46","-4.7","-8.5"
"Vantaa Helsinki-Vantaa airport","2021","1","21","02:00","3.6","48","-4.8","-5.7"
"Vantaa Helsinki-Vantaa airport","2021","1","22","02:00","1.9","50","1.1","-4.3"
"Vantaa Helsinki-Vantaa airport","2021","1","23","02:00","1.1","44","2.5","1.6"
"Vantaa Helsinki-Vantaa airport","2021","1","24","02:00","5","37","1.4","0.1"
"Vantaa Helsinki-Vantaa airport","2021","1","25","02:00","1.9","35","0.7","0.1"
"Vantaa Helsinki-Vantaa airport","2021","1","26","02:00","7","33","0.4","-0.2"
"Vantaa Helsinki-Vantaa airport","2021","1","27","02:00","1.7","35","-0.2","-1.2"
"Vantaa Helsinki-Vantaa airport","2021","1","28","02:00","0.6","33","-4.2","-5.4"
"Vantaa Helsinki-Vantaa airport","2021","1","29","02:00","5.5","33","-4.3","-5.9"
"Vantaa Helsinki-Vantaa airport","2021","1","30","02:00","6.3","36","-6.5","-7.3"
"Vantaa Helsinki-Vantaa airport","2021","1","31","02:00","0.1","41","-7.1","-7.8"
"Vantaa Helsinki-Vantaa airport","2021","2","1","02:00","0.1","40","-9.1","-13.9"
"Vantaa Helsinki-Vantaa airport","2021","2","2","02:00","4.5","39","-7.3","-15.1"
"Vantaa Helsinki-Vantaa airport","2021","2","3","02:00","0.3","45","-8","-10.7"
"Vantaa Helsinki-Vantaa airport","2021","2","4","02:00","0.1","44","-14.6","-16.3"
"Vantaa Helsinki-Vantaa airport","2021","2","5","02:00","0","44","-15.9","-17.9"
"Vantaa Helsinki-Vantaa airport","2021","2","6","02:00","0.1","43","-14.5","-20.3"
"Vantaa Helsinki-Vantaa airport","2021","2","7","02:00","0","43","-8.7","-17.6"
"Vantaa Helsinki-Vantaa airport","2021","2","8","02:00","0.1","42","-8.4","-9.9"
"Vantaa Helsinki-Vantaa airport","2021","2","9","02:00","0.2","42","-13.3","-18.5"
"Vantaa Helsinki-Vantaa airport","2021","2","10","02:00","0.1","43","-15.9","-19.9"
"Vantaa Helsinki-Vantaa airport","2021","2","11","02:00","0.1","43","-17.9","-21.4"
"Vantaa Helsinki-Vantaa airport","2021","2","12","02:00","0.1","43","-15.7","-24.4"
"Vantaa Helsinki-Vantaa airport","2021","2","13","02:00","0.1","43","-5.5","-14.1"
"Vantaa Helsinki-Vantaa airport","2021","2","14","02:00","0.1","43","-6.6","-8.6"
"Vantaa Helsinki-Vantaa airport","2021","2","15","02:00","0","44","-9.4","-17.1"
"Vantaa Helsinki-Vantaa airport","2021","2","16","02:00","0","44","-7.3","-11.7"
"Vantaa Helsinki-Vantaa airport","2021","2","17","02:00","-1","44","-16.6","-18.7"
"Vantaa Helsinki-Vantaa airport","2021","2","18","02:00","0.1","44","-17.3","-26.8"
"Vantaa Helsinki-Vantaa airport","2021","2","19","02:00","0.1","44","-6.8","-16.4"
"Vantaa Helsinki-Vantaa airport","2021","2","20","02:00","5.9","44","-3.6","-7.1"
"Vantaa Helsinki-Vantaa airport","2021","2","21","02:00","4.9","45","-0.4","-5.7"
"Vantaa Helsinki-Vantaa airport","2021","2","22","02:00","0.6","44","-8.2","-9.6"
"Vantaa Helsinki-Vantaa airport","2021","2","23","02:00","2.9","45","-6","-10.5"
"Vantaa Helsinki-Vantaa airport","2021","2","24","02:00","0.2","45","-1.4","-5.8"
"Vantaa Helsinki-Vantaa airport","2021","2","25","02:00","0.8","43","2.7","1.8"
"Vantaa Helsinki-Vantaa airport","2021","2","26","02:00","0.1","34","2.7","1.5"
"Vantaa Helsinki-Vantaa airport","2021","2","27","02:00","0.7","31","1.6","0.1"
"Vantaa Helsinki-Vantaa airport","2021","2","28","02:00","-1","31","3.7","0.2"
"Vantaa Helsinki-Vantaa airport","2021","3","1","02:00","-1","31","2.9","-1.3"
"Vantaa Helsinki-Vantaa airport","2021","3","2","02:00","-1","30","2.9","1.5"
"Vantaa Helsinki-Vantaa airport","2021","3","3","02:00","0.2","30","2","-2.1"
"Vantaa Helsinki-Vantaa airport","2021","3","4","02:00","0.2","28","-2.4","-5.2"
"Vantaa Helsinki-Vantaa airport","2021","3","5","02:00","-1","29","-5.4","-9.9"
"Vantaa Helsinki-Vantaa airport","2021","3","6","02:00","2.2","29","-2.7","-10.7"
"Vantaa Helsinki-Vantaa airport","2021","3","7","02:00","1","33","-4.8","-7.1"
"Vantaa Helsinki-Vantaa airport","2021","3","8","02:00","1.3","34","-7.8","-10.9"
"Vantaa Helsinki-Vantaa airport","2021","3","9","02:00","3","29","-8.7","-14.5"
"Vantaa Helsinki-Vantaa airport","2021","3","10","02:00","0","32","-13.1","-17.4"
"Vantaa Helsinki-Vantaa airport","2021","3","11","02:00","1.5","31","-4.7","-15.2"
"Vantaa Helsinki-Vantaa airport","2021","3","12","02:00","2.1","33","-2","-3.6"
"Vantaa Helsinki-Vantaa airport","2021","3","13","02:00","1.8","36","1.1","-1.8"
"Vantaa Helsinki-Vantaa airport","2021","3","14","02:00","5.1","28","0.4","0.1"
"Vantaa Helsinki-Vantaa airport","2021","3","15","02:00","0.6","30","0.7","-0.2"
"Vantaa Helsinki-Vantaa airport","2021","3","16","02:00","0.9","28","-0.1","-1.4"
"Vantaa Helsinki-Vantaa airport","2021","3","17","02:00","0.7","28","-0.6","-4.9"
"Vantaa Helsinki-Vantaa airport","2021","3","18","02:00","0.1","28","-3.5","-6.8"
"Vantaa Helsinki-Vantaa airport","2021","3","19","02:00","0.1","28","-6.6","-8.7"
"Vantaa Helsinki-Vantaa airport","2021","3","20","02:00","2.3","28","-2.8","-13.5"
"Vantaa Helsinki-Vantaa airport","2021","3","21","02:00","0","29","1","-0.1"
"Vantaa Helsinki-Vantaa airport","2021","3","22","02:00","-1","28","-2.4","-5"
"Vantaa Helsinki-Vantaa airport","2021","3","23","02:00","0","27","-0.1","-10"
"Vantaa Helsinki-Vantaa airport","2021","3","24","02:00","-1","27","1.9","0"
"Vantaa Helsinki-Vantaa airport","2021","3","25","02:00","0.4","23","3.3","1"
"Vantaa Helsinki-Vantaa airport","2021","3","26","02:00","-1","22","2.6","-0.1"
"Vantaa Helsinki-Vantaa airport","2021","3","27","02:00","0","18","4.3","0.1"
"Vantaa Helsinki-Vantaa airport","2021","3","28","02:00","0.3","14","4","0.4"
"Vantaa Helsinki-Vantaa airport","2021","3","29","03:00","8.9","13","3.7","2.2"
"Vantaa Helsinki-Vantaa airport","2021","3","30","03:00","0.8","8","5.5","4.1"
"Vantaa Helsinki-Vantaa airport","2021","3","31","03:00","-1","2","5","1.5"
"Vantaa Helsinki-Vantaa airport","2021","4","1","03:00","-1","0","3.9","-1.3"
"Vantaa Helsinki-Vantaa airport","2021","4","2","03:00","0","-1","2.9","0.1"
"Vantaa Helsinki-Vantaa airport","2021","4","3","03:00","-1","-1","3","0.4"
"Vantaa Helsinki-Vantaa airport","2021","4","4","03:00","5.7","-1","4.3","-1.9"
"Vantaa Helsinki-Vantaa airport","2021","4","5","03:00","5.6","-1","2.3","0.4"
"Vantaa Helsinki-Vantaa airport","2021","4","6","03:00","0.1","0","2","-0.8"
"Vantaa Helsinki-Vantaa airport","2021","4","7","03:00","0","-1","3","1.5"
"Vantaa Helsinki-Vantaa airport","2021","4","8","03:00","0","-1","2.8","-0.4"
"Vantaa Helsinki-Vantaa airport","2021","4","9","03:00","10.3","-1","2.1","-2.7"
"Vantaa Helsinki-Vantaa airport","2021","4","10","03:00","5.6","-1","2.9","0.2"
"Vantaa Helsinki-Vantaa airport","2021","4","11","03:00","0.1","-1","5.8","0.8"
"Vantaa Helsinki-Vantaa airport","2021","4","12","03:00","0","-","9.2","4.6"
"Vantaa Helsinki-Vantaa airport","2021","4","13","03:00","-1","-1","6.2","4.6"
"Vantaa Helsinki-Vantaa airport","2021","4","14","03:00","-1","-1","3.5","-2"
"Vantaa Helsinki-Vantaa airport","2021","4","15","03:00","-1","-1","4.6","-2.4"
"Vantaa Helsinki-Vantaa airport","2021","4","16","03:00","-1","-1","7.5","-0.8"
"Vantaa Helsinki-Vantaa airport","2021","4","17","03:00","-1","-1","10","3"
"Vantaa Helsinki-Vantaa airport","2021","4","18","03:00","-1","-1","9.2","3.5"
"Vantaa Helsinki-Vantaa airport","2021","4","19","03:00","-1","-1","8.1","1.5"
"Vantaa Helsinki-Vantaa airport","2021","4","20","03:00","-1","-1","7.3","0.8"
"Vantaa Helsinki-Vantaa airport","2021","4","21","03:00","-1","-1","6.6","0.5"
"Vantaa Helsinki-Vantaa airport","2021","4","22","03:00","7.5","-1","5.1","-1.2"
"Vantaa Helsinki-Vantaa airport","2021","4","23","03:00","7.6","0","1.5","0.1"
"Vantaa Helsinki-Vantaa airport","2021","4","24","03:00","5.2","-1","1.9","0.6"
"Vantaa Helsinki-Vantaa airport","2021","4","25","03:00","4.1","-1","2.8","0.6"
"Vantaa Helsinki-Vantaa airport","2021","4","26","03:00","0.2","-1","3","0.4"
"Vantaa Helsinki-Vantaa airport","2021","4","27","03:00","0.1","-1","3.1","1.5"
"Vantaa Helsinki-Vantaa airport","2021","4","28","03:00","0","-1","2.7","-2.1"
"Vantaa Helsinki-Vantaa airport","2021","4","29","03:00","-1","-1","2.9","-3.2"
"Vantaa Helsinki-Vantaa airport","2021","4","30","03:00","-1","-1","4","-4.4"
"Vantaa Helsinki-Vantaa airport","2021","5","1","03:00","-1","-1","4.3","-1.5"
"Vantaa Helsinki-Vantaa airport","2021","5","2","03:00","-1","-1","3.7","-2.3"
"Vantaa Helsinki-Vantaa airport","2021","5","3","03:00","-1","-1","5.6","-1.6"
"Vantaa Helsinki-Vantaa airport","2021","5","4","03:00","0","-1","6.2","2.6"
"Vantaa Helsinki-Vantaa airport","2021","5","5","03:00","7.6","-1","3.2","2"
"Vantaa Helsinki-Vantaa airport","2021","5","6","03:00","0.8","-1","5.6","3.4"
"Vantaa Helsinki-Vantaa airport","2021","5","7","03:00","0.1","-1","4.2","2"
"Vantaa Helsinki-Vantaa airport","2021","5","8","03:00","0.1","-1","5","0"
"Vantaa Helsinki-Vantaa airport","2021","5","9","03:00","4.3","-1","6.4","-1.8"
"Vantaa Helsinki-Vantaa airport","2021","5","10","03:00","0.9","-1","11.3","6.1"
"Vantaa Helsinki-Vantaa airport","2021","5","11","03:00","-1","-1","17.7","10"
"Vantaa Helsinki-Vantaa airport","2021","5","12","03:00","-1","-1","17.7","7.9"
"Vantaa Helsinki-Vantaa airport","2021","5","13","03:00","-1","-1","17.9","10.2"
"Vantaa Helsinki-Vantaa airport","2021","5","14","03:00","0","-1","13.5","5.4"
"Vantaa Helsinki-Vantaa airport","2021","5","15","03:00","0","-1","15.3","11.3"
"Vantaa Helsinki-Vantaa airport","2021","5","16","03:00","0","-1","14.2","9.4"
"Vantaa Helsinki-Vantaa airport","2021","5","17","03:00","16.5","-1","12.9","5.3"
